TaxID,Domain,Phylum,Class,Order,Family,Genus,Species
1407607730,d__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces antibioticus_B
580377228,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Mariniflexile,s__Mariniflexile sp031128465
1755238430,d__Bacteria,p__Desulfobacterota,c__Desulfobacteria,o__Desulfobacterales,f__JAUCGF01,g__JAUCGF01,s__JAUCGF01 sp029940345
859381964,d__Bacteria,p__Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae,g__OLB17,s__OLB17 sp016711345
1585795636,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Scleromatobacter,s__Scleromatobacter sp030151165
1766111018,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Pectobacterium,s__Pectobacterium sp013449375
936899622,d__Bacteria,p__Patescibacteria,c__Paceibacteria,o__UBA9973,f__Zambryskibacteraceae,g__JAUPVF01,s__JAUPVF01 sp030917185
982292361,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Novisyntrophococcus,s__Novisyntrophococcus sp028692395
322005155,d__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__UBA2999,g__JAGWRA01,s__JAGWRA01 sp025450765
559054112,d__Bacteria,p__Desulfobacterota_G,c__Syntrophorhabdia,o__Syntrophorhabdales,f__Syntrophorhabdaceae,g__DTOV01,s__DTOV01 sp018052995
1222086176,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__Villigracilaceae,g__Villigracilis,s__Villigracilis sp009885525
2035866864,d__Bacteria,p__Patescibacteria,c__Microgenomatia,o__Daviesbacterales,f__UBA10151,g__JACQIX01,s__JACQIX01 sp016198275
2056270539,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__Pseudomonas_E paralcaligenes
2036171965,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__UBA3830,f__UBA3830,g__BNWE01,s__BNWE01 sp031282785
1243462063,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__CAG-873 sp020860515
771185567,d__Bacteria,p__Hinthialibacterota,c__Hinthialibacteria,o__Hinthialibacterales,f__Hinthialibacteraceae,g__JABLXU01,s__JABLXU01 sp013177805
1135495540,d__Bacteria,p__Bacillota_I,c__Bacilli_A,o__RFN20,f__CAG-826,g__UBA3207,s__UBA3207 sp946185585
232671600,d__Bacteria,p__Desulfobacterota,c__Desulfobacteria,o__Desulfobacterales,f__ETH-SRB1,g__Desulfaltia,s__Desulfaltia bathyphila
257174089,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Faecousia,s__Faecousia sp900551495
722547128,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter sp023702715
934677946,d__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Actinomycetales,f__Bifidobacteriaceae,g__Scardovia,s__Scardovia denticolens
1896510200,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides sp944322365
2021430261,d__Bacteria,p__Actinomycetota,c__Acidimicrobiia,o__UBA5794,f__ZC4RG35,g__JAOUGY01,s__JAOUGY01 sp029865445
923159675,d__Bacteria,p__Actinomycetota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__Collinsella sp900754275
907083615,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__JAAWPK01,s__JAAWPK01 sp948466265
1359760179,d__Bacteria,p__Myxococcota,c__UBA4151,o__UBA4151,f__UBA4151,g__UBA4151,s__UBA4151 sp002696345
478471710,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Palsa-881,s__Palsa-881 sp025352165
2064724306,d__Bacteria,p__Eisenbacteria,c__RBG-16-71-46,o__CAIMUX01,f__VGJL01,g__WJJW01,s__WJJW01 sp014729455
994877215,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__SGZJ01,s__SGZJ01 sp913009535
379106787,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Dysosmobacter,s__Dysosmobacter sp945876285
1859798362,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Tissierellales,f__Sporanaerobacteraceae,g__Anaerosalibacter,s__Anaerosalibacter massiliensis
839332381,d__Bacteria,p__Actinomycetota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__Collinsella sp019414365
203225871,d__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces aureus_A
1036813485,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Aristaeellaceae,g__Aristaeella,s__Aristaeella sp900318145
304579542,d__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium pelargi
499385729,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Agrobacterium,s__Agrobacterium larrymoorei_A
1074570425,d__Bacteria,p__Bacillota,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae,g__Paenibacillus,s__Paenibacillus peoriae
697758789,d__Bacteria,p__Planctomycetota,c__J058,o__J058,f__J058,g__NORP233,s__NORP233 sp937911525
795668853,d__Bacteria,p__Bacillota_I,c__Bacilli_A,o__Erysipelotrichales,f__Erysipelotrichaceae,g__UBA636,s__UBA636 sp902796525
1711998824,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Pelagibacterales,f__Pelagibacteraceae,g__Pelagibacter,s__Pelagibacter sp902556285
866830214,d__Bacteria,p__Verrucomicrobiota,c__Kiritimatiellia,o__LD1-PB3_B,f__Lenti-01,g__RGIG3636,s__RGIG3636 sp017458625
800769098,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Faecousia,s__Faecousia sp958436045
1280778794,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-273,s__CAG-273 sp944391825
1817847963,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Porticoccaceae,g__HTCC2207,s__HTCC2207 sp905182245
341988766,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__NK4A144,s__NK4A144 sp017614155
1600520222,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__PS1,f__Thioglobaceae,g__Thiodubiliella,s__Thiodubiliella sp900128405
958222030,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__ML635J-15,g__Bact-19,s__Bact-19 sp902762455
267264600,d__Bacteria,p__Actinomycetota,c__Acidimicrobiia,o__Acidimicrobiales,f__Ilumatobacteraceae,g__F1-60-MAGs027,s__F1-60-MAGs027 sp945862045
1972608353,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Fimenecus,s__Fimenecus sp947628665
2060374643,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Rhodoferax_C,s__Rhodoferax_C sp947375135
572034234,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__Saprospira,s__Saprospira grandis_C
1088048468,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhizobiales,f__Ancalomicrobiaceae,g__Pinisolibacter,s__Pinisolibacter sp012517025
764797840,d__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,f__Mycobacteriaceae,g__Gordonia,s__Gordonia jacobaea
529873544,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus mitis_AC
456676604,d__Bacteria,p__Bacillota_I,c__Bacilli_A,o__Mycoplasmatales,f__Metamycoplasmataceae,g__Metamycoplasma,s__Metamycoplasma gypis
1051786451,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus_E,s__Enterococcus_E sp023389005
1169641266,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Ruegeria,s__Ruegeria arenilitoris_C
684254516,d__Bacteria,p__Bacillota,c__Bacilli,o__Paenibacillales,f__NBRC-103111,g__Paenibacillus_S,s__Paenibacillus_S agricola
66519283,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Firm-04,s__Firm-04 sp001603005
341708565,d__Bacteria,p__Chloroflexota,c__Dehalococcoidia,o__UBA3088,f__UBA3088,g__UBA3088,s__UBA3088 sp002367275
1467275806,d__Bacteria,p__Chloroflexota,c__Dehalococcoidia,o__QGNO01,f__JACPCL1,g__JACPCL1,s__JACPCL1 sp016210375
450551486,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__JANQMY01,f__JANQMY01,g__JANQMY01,s__JANQMY01 sp028289425
470592360,d__Bacteria,p__Bacillota,c__Bacilli,o__Bacillales_H,f__Bacillaceae_D,g__Halalkalibacter,s__Halalkalibacter okhensis
940135612,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Neisseriaceae,g__Neisseria,s__Neisseria sp030528455
483522745,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__MAG-121220-bin8,s__MAG-121220-bin8 sp004214185
1215852491,d__Bacteria,p__Desulfobacterota,c__Desulfuromonadia,o__Geobacterales,f__Pseudopelobacteraceae,g__Pseudopelobacter,s__Pseudopelobacter sp013377095
23490874,d__Bacteria,p__Myxococcota,c__Polyangia,o__Polyangiales,f__Polyangiaceae,g__PMG-095,s__PMG-095 sp029266615
1804384485,d__Bacteria,p__Nitrospirota,c__Thermodesulfovibrionia,o__Thermodesulfovibrionales,f__UBA6898,g__JACRHE01,s__JACRHE01 sp016217695
1627552727,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1242,g__Caccovivens,s__Caccovivens sp947624105
1660679588,d__Bacteria,p__Bacillota_I,c__Bacilli_A,o__Izemoplasmatales,f__Izemoplasmataceae,g__B1SED10-225,s__B1SED10-225 sp003559585
1542016182,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__JABWBV01,g__JABWBV01,s__JABWBV01 sp027019845
793223984,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter baumannii
169771134,d__Bacteria,p__Bacillota,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae,g__Cohnella,s__Cohnella candidum
42491181,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Sodaliphilus,s__Sodaliphilus sp947167995
1096389570,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rickettsiales,f__Rickettsiaceae,g__GCF-002259525,s__GCF-002259525 sp020881195
668784618,d__Bacteria,p__Patescibacteria,c__JAEDAM01,o__Absconditabacterales,f__Absconditicoccaceae,g__UBA3291,s__UBA3291 sp031288635
1541507362,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__P3,g__Pullibacteroides,s__Pullibacteroides sp947179195
1498674639,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Roseomonas_E,s__Roseomonas_E acroporae
1953668505,d__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__Nocardioides gansuensis
1561679526,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__CAG-448,s__CAG-448 sp017483125
1270569084,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Pasteurellaceae,g__Actinobacillus,s__Actinobacillus lignieresii
1034349843,d__Bacteria,p__Bacillota_I,c__Bacilli_A,o__RF39,f__UBA660,g__HGM10766,s__HGM10766 sp944358225
443415022,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-269,s__CAG-269 sp934120675
1088097719,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Alitiscatomonas,s__Alitiscatomonas sp900556965
602974296,d__Bacteria,p__Planctomycetota,c__Planctomycetia,o__Pirellulales,f__PNKZ01,g__CAMCTH01,s__CAMCTH01 sp945877965
1108828607,d__Bacteria,p__Acidobacteriota,c__Terriglobia,o__Bryobacterales,f__Bryobacteraceae,g__PALSA-243,s__PALSA-243 sp003135055
1980925046,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__Flavobacterium sp002813295
939196526,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__JAHCVB01,s__JAHCVB01 sp024648745
82131254,d__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces pactus
1038561126,d__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__Nocardioides nitrophenolicus
336776651,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Foliamicales,f__Foliamicaceae,g__Foliamicus,s__Foliamicus sp026707445
1246580956,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp902767775
221826536,d__Bacteria,p__Bacillota_I,c__Bacilli_A,o__RF39,f__UBA660,g__CAG-1000,s__CAG-1000 sp900556025
1149335587,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Pelagibacterales,f__Pelagibacteraceae,g__Pelagibacter,s__Pelagibacter sp902588895
1254155398,d__Bacteria,p__Bacillota_I,c__Bacilli_A,o__RF39,f__UBA660,g__CAG-302,s__CAG-302 sp945919295
1644585759,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__UBA4636,s__UBA4636 sp017616695
298237409,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__Scatovivens,s__Scatovivens sp947426305
501543990,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-465,g__CAG-465,s__CAG-465 sp944383035
1646883418,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Duncaniella,s__Duncaniella sp910587515
293056727,d__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces johnsonii
74571537,d__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Actinomycetales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium vaginale_A
796678920,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__BACL11,g__GCA-2697505,s__GCA-2697505 sp002728175
1072729155,d__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,f__Pseudonocardiaceae,g__Amycolatopsis,s__Amycolatopsis acidicola
1654024928,d__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,f__Mycobacteriaceae,g__Gordonia,s__Gordonia hankookensis
1637151315,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhizobiales,f__Amorphaceae,g__Acuticoccus,s__Acuticoccus kalidii
820110140,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__M3007,s__M3007 sp013297575
149045718,d__Bacteria,p__Desulfobacterota,c__Syntrophobacteria,o__Syntrophobacterales,f__Syntrophobacteraceae,g__JAGPLX01,s__JAGPLX01 sp029974695
249079007,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__28-YEA-48,s__28-YEA-48 sp019747375
692778673,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Bartonella,s__Bartonella sp026930145
226031594,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Mesorhizobium_G,s__Mesorhizobium_G sp019635795
1930164510,d__Bacteria,p__Patescibacteria,c__Gracilibacteria,o__UBA1369,f__UM-FILTER-53-11,g__JACRID01,s__JACRID01 sp016220145
787038517,d__Bacteria,p__Patescibacteria,c__Paceibacteria,o__Paceibacterales,f__Paceibacteraceae,g__Paceibacter,s__Paceibacter sp001872265
1252681522,d__Bacteria,p__Sumerlaeota,c__Sumerlaeia,o__SLMS01,f__JAHLLQ01,g__JAJFLJ01,s__JAJFLJ01 sp028284075
633049575,d__Bacteria,p__Patescibacteria,c__Paceibacteria,o__UBA6257,f__2-01-FULL-56-20,g__JAKAGE01,s__JAKAGE01 sp021801885
655635947,d__Bacteria,p__Deinococcota,c__Deinococci,o__Deinococcales,f__Deinococcaceae,g__Deinococcus_A,s__Deinococcus_A yavapaiensis
1326310982,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Micavibrionales,f__Micavibrionaceae,g__TMED27,s__TMED27 sp016764775
1413817734,d__Bacteria,p__Myxococcota,c__UBA796,o__UBA796,f__SXON01,g__CAJBVW01,s__CAJBVW01 sp030684355
1581600334,d__Bacteria,p__Patescibacteria,c__Paceibacteria,o__UBA10092,f__UBA10092,g__UBA10092,s__UBA10092 sp018826255
1628057139,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Rhodocyclaceae,g__Azonexus,s__Azonexus sp017983755
1959820005,d__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Nanopelagicales,f__Nanopelagicaceae,g__Planktophila,s__Planktophila sp009702925
2117502100,d__Bacteria,p__Patescibacteria,c__Gracilibacteria,o__UBA1369,f__LOWO2-01-FULL-3,g__JACRIB01,s__JACRIB01 sp016235895
1735126601,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__P3,g__UBA1711,s__UBA1711 sp024400505
1098577313,d__Bacteria,p__Acidobacteriota,c__Terriglobia,o__Terriglobales,f__Acidobacteriaceae,g__Occallatibacter,s__Occallatibacter sp017883405
1091026950,d__Bacteria,p__Acidobacteriota,c__Terriglobia,o__Bryobacterales,f__UBA6623,g__CAMPKL01,s__CAMPKL01 sp946887065
619238767,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA3700,g__RACS-045,s__RACS-045 sp948471525
168150796,d__Bacteria,p__Armatimonadota,c__Armatimonadia,o__Armatimonadales,f__Armatimonadaceae,g__JACMJB01,s__JACMJB01 sp014380815
114622523,d__Bacteria,p__Patescibacteria,c__CPR2,o__UBA1875,f__JAJYID01,g__JAKANV01,s__JAKANV01 sp030647205
224563114,d__Bacteria,p__WOR-3,c__Hydrothermia,o__LBFQ01,f__LBFQ01,g__JAADCS01,s__JAADCS01 sp015494805
456280645,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Providencia,s__Providencia rettgeri_F
660766777,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Methylacidiphilales,f__Methylacidiphilaceae,g__Methylacidiphilum,s__Methylacidiphilum fumariolicum
455840310,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Chryseobacterium,s__Chryseobacterium indologenes
1750351217,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__SG8-41,g__PALSA-1004,s__PALSA-1004 sp903913965
1968586719,d__Bacteria,p__Actinomycetota,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Olsenella_F,s__Olsenella_F profusa
1008970150,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__Cryptobacteroides merdigallinarum
1015964795,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Robiginitalea,s__Robiginitalea sp937136025
615435759,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__CAG-312,g__Merdousia,s__Merdousia sp900760055
1598269261,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Diaphorobacter_A,s__Diaphorobacter_A sp011305995
605245407,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Corticibacterium,s__Corticibacterium populi
306845806,d__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,f__Mycobacteriaceae,g__Nocardia,s__Nocardia amamiensis
831379920,d__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces indicus
1359648024,d__Bacteria,p__Bacillota,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae,g__Paenibacillus_Z,s__Paenibacillus_Z methanolicus
1668491757,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhizobiales,f__Kaistiaceae,g__CAMCWB01,s__CAMCWB01 sp945882315
1616894,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__Alistipes sp949288735
1045520708,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Lawsonibacter,s__Lawsonibacter sp947645675
619169644,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__UBA4636,s__UBA4636 sp945638575
87788885,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Pelagibacterales,f__Pelagibacteraceae,g__Pelagibacter,s__Pelagibacter sp902528575
1854272067,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Micropepsales,f__Micropepsaceae,g__Rhizomicrobium,s__Rhizomicrobium sp002307315
866542007,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__CAG-115,s__CAG-115 sp947175385
202210368,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Pelagibacterales,f__Pelagibacteraceae,g__Pelagibacter,s__Pelagibacter sp902596915
1028605691,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__Opitutaceae,g__Palsa-1447,s__Palsa-1447 sp903862935
1558163148,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Rectinemataceae,g__UBA1306,s__UBA1306 sp002307245
2055513414,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__Zag111,s__Zag111 sp949300485
540156971,d__Bacteria,p__Bacillota,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae,g__Paenibacillus_A,s__Paenibacillus_A woosongensis
1113785415,d__Bacteria,p__Desulfobacterota,c__Desulfuromonadia,o__Geobacterales,f__Pseudopelobacteraceae,g__UBA1603,s__UBA1603 sp002322035
1845827347,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Psychroserpens,s__Psychroserpens mesophilus
1075678500,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__TMP-24,s__TMP-24 sp026626305
1513599368,d__Bacteria,p__Acidobacteriota,c__Terriglobia,o__Terriglobales,f__SbA1,g__Sulfotelmatobacter,s__Sulfotelmatobacter sp030838305
1207832359,d__Bacteria,p__Patescibacteria,c__Paceibacteria,o__UBA9973,f__UBA2103,g__C7867-001,s__C7867-001 sp021780575
1808970386,d__Bacteria,p__Patescibacteria,c__UBA1384,o__XYA2-FULL-43-10,f__CAINNR01,g__JAPLVH01,s__JAPLVH01 sp026397205
661002683,d__Bacteria,p__4484-113,c__4484-113,o__4484-113,f__4484-113,g__JAGGTK01,s__JAGGTK01 sp021163765
1004632635,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Sedimentisphaerales,f__SG8-4,g__JAFNGF01,s__JAFNGF01 sp017885385
413959678,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Breznakiellaceae,g__Leadbettera,s__Leadbettera sp009780855
1987632407,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Caedimonadales,f__UBA1908,g__JACESU01,s__JACESU01 sp013822015
1611482378,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Micropepsales,f__Micropepsaceae,g__Rhizomicrobium,s__Rhizomicrobium sp021817355
1371530559,d__Bacteria,p__Cloacimonadota,c__Cloacimonadia,o__Cloacimonadales,f__TCS61,g__JAIORE01,s__JAIORE01 sp021108315
1483537033,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,g__Nitrospira_D,s__Nitrospira_D sp018242765
841423385,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Marinifilaceae,g__JAIRKS01,s__JAIRKS01 sp031267995
2013720103,d__Bacteria,p__Patescibacteria,c__Paceibacteria,o__UBA9973,f__UBA12079,g__UBA12079,s__UBA12079 sp018894995
1920545708,d__Bacteria,p__Acidobacteriota,c__Terriglobia,o__Terriglobales,f__JAIQFD01,g__JAIQFD01,s__JAIQFD01 sp020073495
20445815,d__Bacteria,p__Chloroflexota,c__Chloroflexia,o__Chloroflexales,f__Chloroflexaceae,g__JAAUSY01,s__JAAUSY01 sp012032475
1942657133,d__Bacteria,p__Nitrospirota,c__Thermodesulfovibrionia,o__UBA6902,f__JACROP01,g__JACROP01,s__JACROP01 sp016214385
1853769149,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__UBA1259,s__UBA1259 sp015055725
1791456995,d__Bacteria,p__Krumholzibacteriota,c__Krumholzibacteria,o__LZORAL124-64-63,f__LZORAL124-64-63,g__LZORAL124-64-63,s__LZORAL124-64-63 sp024275485
441289498,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__UBA1259,s__UBA1259 sp904501795
176068551,d__Bacteria,p__Hydrogenedentota,c__Hydrogenedentia,o__Hydrogenedentiales,f__GCA-2746185,g__DTSJ01,s__DTSJ01 sp012965445
2029393768,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__P3,g__UBA1217,s__UBA1217 sp946401725
1129462228,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Maribacter,s__Maribacter cobaltidurans
